あきよし	あきよし
利実	としみつ
利治	としはる
利道	としみち
剛士	つよし
力	つとむ
力	りき
功	いさお
功	こう
功治	こうじ
勇	いさむ
勇太	ゆうた
勇太	ユウタ
勇夫	いさお
勇希	ゆうき
勇雄	いさお
勝之	かつゆき
勝仁	かつひと
勝太	しょうた
勝彦	かつひこ
勝志	まさし
勝成	かつしげ
勝成	かつなり
勲	いさお
勲男	いさお
北斗	ほくと
匡	ただし
匡史	ただし
匡志	ただし
卓彦	たくひこ
博	ひろし
博之	ひろし
博之	ひろゆき
博也	ひろや
博人	ひろと
博史	ひろし
博史	ひろふみ
博司	ひろし
博嗣	ひろし
博士	ひろし
博志	ひろし
博文	ひろふみ
博文	ひろぶみ
博方	ひろまさ
博正	ひろまさ
博行	ひろゆき
卯吉	うきち
原二郎	げんじろう
厳	ただし
又右衞門	またえもん
叡	あきら
史朗	しろう
周	しゅう
周一	しゅういち
和久	かずひさ
和博	かずひろ
和弥	かずや
和男	かずお
和裕	かずひろ
哲	あきら
哲	さとし
哲	さとる
哲	てつ
哲也	てつや
哲史	さとし
哲哉	てつや
哲彦	てつひこ
唯	ただし
唯史	ただし
唯志	ただし
唯行	ただゆき
啓	あきら
啓	ひろし
啓之	ひろゆき
啓史	ひろし
啓史	ひろふみ
啓吾	けいご
啓太	けいた
啓明	けいめい
啓正	ひろまさ
善	ただし
善生	よしお
喜一	きいち
喜七	きしち
喜市	きいち
喜雄	よしお
喬司	たかし
圭	けい
圭佑	けいすけ
圭史	けいし
圭吾	けいご
圭太	けいた
圭悟	けいご
均	ひとし
坦	ひろし
基一	きいち
壮一	そういち
壽男	ひさお
壽美	としみ
多喜男	たきお
多朗	たろう
多賀彦	たかひこ
大	だい
大	ひろし
大也	ひろや
大史	ひろし
大地	だいち
大城	しんじゅん
大士	ひろし
大将	ひろまさ
大弥	ひろや
大志	ひろし
大暉	だいき
大登	ひろと
大翔	ひろと
大輝	ひろき
大雅	ひろまさ
―夫	かずお
央	ひろし
央侑	おうすけ
奉信	ともあき
奎吾	けいご
奏	かなで
奨太	しょうた
好喜	よしき
好文	よしぶみ
好美	よしみ
好輝	よしてる
好雄	よしお
孝	こう
孝二	こうじ
孝介	こうすけ
孝允	たかよし
孝彦	たかひこ
孝治	こうじ
季一	きいち
守一	しゅいち
守也	もりや
宏	こう
宏	ひろし
宏之	ひろし
宏之	ひろゆき
宏人	ひろと
宏介	ひろすけ
宏史	ひろし
宏史	ひろふみ
宏司	こうじ
宏司	ひろし
宏哉	ひろや
宏幸	ひろゆき
宏志	ひろし
宏文	ひろふみ
宏昌	ひろまさ
宏正	ひろまさ
宏直	ひろなお
宏真	ひろまさ
宏至	ひろし
宏行	ひろゆき
宏雅	ひろまさ
宗光	むねみつ
宗賢	むねまさ
宙	ひろし
宙士	ひろし
実	みのる
宣	あきら
宣政	のぶまさ
寛	ひろし
寛也	ひろや
寛人	ひろと
寛介	ひろすけ
寛史	ひろし
寛史	ひろふみ
寛司	ひろし
寛幸	ひろゆき
寛弥	ひろや
寛志	ひろし
寛文	ひろふみ
寛斗	ひろと
寛正	ひろまさ
寛直	ひろなお
實	みのる
将	ただし
将和	まさかず
将大	しょうた
将太	しょうた
将明	まさはる
将汰	しょうた
尊敏	たかとし
小市	こいち
尚也	なおや
尚史	なおし
尚史	ひさし
尚哉	なおや
尚太	しょうた
尚弥	なおや
尚彦	たかひこ
尚志	なおし
尚志	ひさし
尚輝	なおき
岳彦	たかひこ
峰夫	みねお
峰雄	みねお
崇	たかし
崇彦	たかひこ
崇暉	しゅうき
嵩輝	こうき
希	のぞみ
希一	きいち
帰一	きいち
平三	へいぞう
平三郎	へいざぶろう
平治	へいじ
幸	こう
幸一	こういち
幸助	こうすけ
幸司	こうじ
幸夫	ゆきお
幸弘	ゆきひろ
幸治	こうじ
幹雄	みきお
広	ひろし
広之	ひろゆき
広人	ひろと
広介	ひろすけ
広司	ひろし
広士	ひろし
広幸	ひろゆき
広志	ひろし
広政	ひろまさ
広文	ひろふみ
広正	ひろまさ
広行	ひろゆき
庄右衛門	しょうえもん
康	こう
康二	こうじ
康介	こうすけ
康司	こうじ
康夫	やすお
康玄	やすはる
廣	ひろし
廣幸	ひろゆき
廣次	ひろし
廣行	ひろゆき
弘	ひろし
弘之	ひろゆき
弘也	ひろや
弘人	ひろと
弘司	こうし
弘司	こうじ
弘司	ひろし
弘嗣	ひろし
弘士	ひろし
弘将	ひろまさ
弘幸	ひろゆき
弘志	ひろし
弘政	ひろまさ
弘文	ひろふみ
弘昌	ひろまさ
弘正	ひろまさ
弘直	ひろなお
弘行	ひろゆき
弘輔	ひろすけ
弥一郎	やいちろう
弥市郎	やいちろう
弥平治	やへいじ
彦五郎	ひこごろう
彬	あきら
彬良	あきら
彰	あきら
彰良	あきら
徹	てつ
徹彦	てつひこ
忍	しのぶ
忠	ただし
忠	まこと
忠史	ただし
忠司	ただし
忠士	ただし
忠志	ただし
忠男	ただお
怜	れい
恒	こう
恭司	きょうじ
恵一	けいいち
恵吾	けいご
恵子	けいこ
悟	さとし
悟	さとる
悟志	さとし
悠太	ゆうた
悠太	ユウタ
悦男	えつお
惇	じゅん
愛之	あいし
慎	まこと
慎士	しんじ
慎太郎	しんたろう
慧	さとし
慶一郎	けいいちろう
憂太	ゆうた
憂太	ユウタ
憲	あきら
憲	ただし
憲人	けんと
拓	ひろし
拓也	たくや
拓史	ひろし
拓史	ひろふみ
拓夢	ひろむ
拓志	ひろし
拓真	たくま
拳太	けんた
挙誠	きよしげ
揆一	きいち
政	ただし
政人	まさと
政俊	まさとし
政夫	まさお
政男	まさお
敏	さとし
敏秀	としひで
敦史	あつし
敬之	ひろゆき
敬義	けいぎ
文彦	ふみひこ
斉	ただし
斌	あきら
新緑	しんりょく
旦	あきら
早飛	はやと
旬	じゅん
旭	あきら
旻	あきら
昂	あきら
昂	こう
昇	のぼる
昇一郎	しょういちろう
昇大	しょうた
昇太	しょうた
昊	ひろし
昌	あきら
昌一	しょういち
昌利	まさとし
昌悟	しょうご
明	あきら
明孝	あきたか
明良	あきら
映二	えいじ
春人	はると
春光	はるみつ
春馬	はるま
昭	あきら
昭三	しょうぞう
昭二	しょうじ
是	ただし
是	なおし
是志	ただし
昶	あきら
晁	あきら
時能	ときよし
晃	あきら
晃	こう
晃一	こういち
晃三	こうぞう
晃佑	こうすけ
晃司	こうじ
晟	あきら
晢	あきら
晧	あきら
普	ひろし
景	けい
晴人	はると
晴斗	はると
晴生	はるき
晶	あきら
智	あきら
智	さとし
智亮	ともあき
智明	ともあき
智朗	ともあき
暁	あきら
暁	ぎょう
暁	さとる
暉	あきら
曄	あきら
有太	ゆうた
有太	ユウタ
有朋	ありとも
朗	あきら
望	のぞみ
望	のぞむ
林太郎	りんたろう
柊	しゅう
栄一	えいいち
栄二郎	えいじろう
栄司	えいじ
栄次	えいじ
栄次郎	えいじろう
栄治	えいじ
栄治郎	えいじろう
桂大	けいた
桃	もも
桜空	おうすけ
楓	ふう
榮二	えいじ
榮治	えいじ
欣彌	きんや
欽一	きんいち
正一郎	しょういちろう
正二郎	しょうじろう
正利	まさとし
正博	まさひろ
正史	ただし
正司	ただし
正哲	まさのり
正大	まさひろ
正太	しょうた
正実	まさみ
正己	まさみ
正志	まさし
正敏	まさとし
正次郎	しょうじろう
正毅	まさき
正浩	まさひろ
正義	せいぎ
正義	まさよし
正蔵	しょうぞう
正訓	ただし
武司	たけし
武夫	たけお
毅一	きいち
毅彦	たかひこ
毅直	たけなお
比呂也	ひろや
比呂司	ひろし
比呂志	ひろし
比露思	ひろし
水城	みずき
永二	えいじ
永二郎	えいじろう
永次郎	えいじろう
治	おさむ
治人	はると
治光	はるみつ
泰	ひろし
泰	やすし
泰一郎	たいいちろう
泰佑	ひろすけ
泰弘	やすひろ
泰昌	やすまさ
泰衛	やすえ
洋	ひろし
洋	よう
洋一	よういち
洋之	ひろゆき
洋人	ひろと
洋介	ようすけ
洋史	ひろし
洋史	ひろふみ
洋司	ひろし
洋吉	ようきち
洋平	ようへい
洋幸	ひろゆき
洋志	ひろし
洋文	ひろふみ
洋正	ひろまさ
洋行	ひろゆき
洋輝	ひろき
洪	ひろし
洵	まこと
洸	こう
洸介	こうすけ
洽	ひろし
浄	きよし
浩	こう
浩	ひろし
浩一	こういち
浩之	ひろし
浩之	ひろゆき
浩也	ひろや
浩二	こうじ
浩史	ひろし
浩史	ひろふみ
浩司	こうじ
浩司	ひろし
浩哉	ひろや
浩士	ひろし
浩幸	ひろゆき
浩弥	ひろや
浩志	ひろし
浩文	ひろふみ
浩昌	ひろまさ
浩正	ひろまさ
浩治	こうじ
浩行	ひろゆき
浩資	ひろし
浩雅	ひろまさ
海斗	かいと
涼	りょう
淳	じゅん
淳太	じゅんた
淳隆	きよたか
清	きよし
清一	せいいち
清史	きよし
清司	きよし
清孝	きよたか
清志	きよし
清貴	きよたか
清隆	きよたか
清高	きよたか
湧太	ゆうた
湧太	ユウタ
源次郎	げんじろう
準	じゅん
溥	ひろし
滉	あきら
滉	こう
滉	ひろし
滉也	こうや
潔	きよし
潤	じゅん
潤也	じゅんや
潤平	じゅんぺい
澄	きよし
煕	ひろし
照太	しょうた
熙	ひろし
猛	たけし
玲	りょう
理	おさむ
理	ただし
理志	ただし
瑛	あきら
瑛二	えいじ
瑞己	みずき
瑞希	みずき
瑞樹	みずき
璋	あきら
由太	ゆうた
由太	ユウタ
皎	あきら
皓	あきら
皓	ひろし
直	ただし
直	なおし
直也	なおや
直亮	なおあき
直史	なおし
直司	なおし
直哉	なおや
直実	なおみ
直己	なおき
直己	なおみ
直巳	なおみ
直弘	なおひろ
直弥	なおや
直志	なおし
直矢	なおや
直貴	なおき
省三	しょうぞう
眞	まこと
眞琴	まこと
真	ただし
真	まこと
真一	しんいち
真人	まこと
真大	まひろ
真太郎	しんたろう
真理	まこと
真琴	まこと
真男	まさお
督	ただし
矢	ただし
知治	ともはる
研一	けんいち
碩	ひろし
碩哉	ひろや
祐	ひろし
祐之	ひろゆき
祐太	ゆうた
祐太	ユウタ
祐幸	ひろゆき
祐樹	ゆうき
祥太	しょうた
祥平	しょうへい
禎	ただし
禎史	ただし
秀	しゅう
秀一	しゅういち
秀之	ひでゆき
秀俊	ひでとし
秀剛	ひでたけ
秀吉	ひでよし
秀幸	ひでゆき
秀憲	ひでのり
秀樹	ひでき
秀行	ひでゆき
秀道	ひでみち
秋	しゅう
穂	みのる
竜三	りゅうぞう
竜馬	りょうま
章	あきら
章太	しょうた
章夫	あきお
章広	あきひろ
章良	あきら
端	ただし
篤	あつし
精	ただし
精一	せいいち
紀一	きいち
紀夫	のりお
純	じゅん
純一	じゅんいち
純太	じゅんた
紘	ひろし
紘一	こういち
紘之	ひろゆき
紘史	ひろし
紘士	ひろし
紘矢	ひろや
統	おさむ
繁	しげる
羊	よう
羊介	ようすけ
美佳	みか
美恵	よしはる
義	ただし
義憲	よしのり
義時	よしとき
義隆	よしたか
義高	よしたか
翔	しょう
翔大	しょうた
翔太	しょうた
翔平	しょうへい
翼	つばさ
耕	こう
耕司	こうじ
耕治	こうじ
聖	あきら
聖	きよし
聖健	せいけん
聖崇	きよたか
聡	あきら
聡	さとし
聡	さとる
聰	あきら
聰	さとし
肇	ただし
肇	はじめ
脩	おさむ
興	こう
航	こう
航貴	こうき
良	まこと
良	りょう
良一	りょういち
良二	りょうじ
良輔	りょうすけ
芳朗	よしろう
英之	ひでゆき
英二	えいじ
英二郎	えいじろう
英児	えいじ
英史	えいし
英史	えいじ
英司	えいじ
英嗣	えいじ
英幸	ひでゆき
英次	えいじ
英次郎	えいじろう
英武	ひでたけ
英治	えいじ
英義	ひでよし
英行	ひでゆき
英道	ひでみち
茂	しげる
茂樹	しげき
茂澄	しげと
蓮二郎	れんじろう
薫	かおる
薰兵	くんぺい
虎雄	とらお
融	あきら
行	あきら
行	こう
衷	ただし
裕	ひろし
裕之	ひろゆき
裕也	ひろや
裕二	ゆうじ
裕人	ひろと
裕介	ゆうすけ
裕史	ひろし
裕史	ひろふみ
裕司	ひろし
裕士	ひろし
裕太	ゆうた
裕太	ユウタ
裕幸	ひろゆき
裕徳	ひろのり
裕志	ひろし
裕政	ひろまさ
裕文	ひろふみ
裕次郎	ゆうじろう
裕正	ひろまさ
裕毅	ゆうき
裕泰	のぶひろ
裕泰	ひろやす
裕行	ひろゆき
裕貴	ゆうき
裕雅	ひろまさ
規	ただし
覚	ただし
証	あきら
証雄	まさお
誠	まこと
誠人	まこと
誠良	さとみ
諒	りょう
諦	あきら
諭	さとし
謙一郎	けんいちろう
謙太郎	けんたろう
證	あきら
譲	ゆずる
豊一郎	とよいちろう
豊成	とよなり
豐太郞	ほうたろう
貞	ただし
貞二	ていじ
貞直	さだなお
貴一	きいち
貴之	たかゆき
貴彦	たかひこ
貴昭	たかあき
貴洋	たかひろ
起一	きいち
輝	あきら
輝	ひかる
輝一	きいち
輝幸	てるゆき
辰哉	たつや
道明	みちあき
達也	たつや
達哉	たつや
達男	たつお
達郎	たつろう
遥大	はると
遥斗	はると
遵	じゅん
遼	りょう
邦衛	くにえ
重作	じゅうさく
重夫	しげお
金一	きんいち
鉄	てつ
鉄夫	てつお
鋭次郎	えいじろう
鋭治	えいじ
長勲	ながこと
陸海	むつみ
陽	あきら
陽一	よういち
陽介	ようすけ
陽太	はるた
陽斗	はると
陽翔	はると
隆夫	たかお
隆弘	たかひろ
隆彦	たかひこ
隼	じゅん
雄三	ゆうぞう
雄二	ゆうじ
雄大	ゆうた
雄大	ユウタ
雄大	ゆうだい
雅	ただし
雅史	まさし
雅夫	まさお
雅彦	まさひこ
雷作	らいさく
靖	やすし
静香	しずか
順	じゅん
須美男	すみお
頼氏	よりうじ
顕	あきら
顕太	けんた
顯	あきら
飛雄馬	ひゅうま
駿	しゅん
駿介	しゅんすけ
駿希	しゅんき
驥一	きいち
鬼一	きいち
魁	いさお
鮮	あきら
鯥太郞	むつたろう
鴻	こう
鷹彦	たかひこ
黎	れい
龍	りょう
龍斗	りゅうと
龜次郞	かめじろう
